id,firstname,surname,born,died,bornCountry,bornCountryCode,gender,prize_years,prize_categories,prize_motivation,ISO-ALPHA-3,latitude,longitude,officialCountryName
396,Julius,Axelrod,1912,2004,USA,US,male,1970,medicine,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation""",USA,39.83,-98.58,United States of America
397,Earl W.,"Sutherland, Jr.",1915,1974,USA,US,male,1971,medicine,"""for his discoveries concerning the mechanisms of the action of hormones""",USA,39.83,-98.58,United States of America
398,Gerald M.,Edelman,1929,2014,USA,US,male,1972,medicine,"""for their discoveries concerning the chemical structure of antibodies""",USA,39.83,-98.58,United States of America
399,Rodney R.,Porter,1917,1985,United Kingdom,GB,male,1972,medicine,"""for their discoveries concerning the chemical structure of antibodies""",GBR,54.6,-2.0,United Kingdom
400,Karl,von Frisch,1886,1982,Austria,AT,male,1973,medicine,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",AUT,48.0,14.0,Austria
401,Konrad,Lorenz,1903,1989,Austria,AT,male,1973,medicine,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",AUT,48.0,14.0,Austria
402,Nikolaas,Tinbergen,1907,1988,the Netherlands,NL,male,1973,medicine,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",NLD,52.32,5.55,Netherlands
403,Albert,Claude,1898,1983,Belgium,BE,male,1974,medicine,"""for their discoveries concerning the structural and functional organization of the cell""",BEL,50.64,4.67,Belgium
404,Christian,de Duve,1917,2013,United Kingdom,GB,male,1974,medicine,"""for their discoveries concerning the structural and functional organization of the cell""",GBR,54.6,-2.0,United Kingdom
405,George E.,Palade,1912,2008,Romania,RO,male,1974,medicine,"""for their discoveries concerning the structural and functional organization of the cell""",ROU,46.0,25.0,Romania
406,David,Baltimore,1938,0,USA,US,male,1975,medicine,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",USA,39.83,-98.58,United States of America
407,Renato,Dulbecco,1914,2012,Italy,IT,male,1975,medicine,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",ITA,42.5,12.5,Italy
408,Howard M.,Temin,1934,1994,USA,US,male,1975,medicine,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",USA,39.83,-98.58,United States of America
409,Baruch S.,Blumberg,1925,2011,USA,US,male,1976,medicine,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",USA,39.83,-98.58,United States of America
410,D. Carleton,Gajdusek,1923,2008,USA,US,male,1976,medicine,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",USA,39.83,-98.58,United States of America
411,Roger,Guillemin,1924,2024,France,FR,male,1977,medicine,"""for their discoveries concerning the peptide hormone production of the brain""",FRA,47.0,2.0,France
412,Andrew V.,Schally,1926,0,Poland (now Lithuania),LT,male,1977,medicine,"""for their discoveries concerning the peptide hormone production of the brain""",LTU,55.2,24.0,Lithuania
413,Rosalyn,Yalow,1921,2011,USA,US,female,1977,medicine,"""for the development of radioimmunoassays of peptide hormones""",USA,39.83,-98.58,United States of America
414,Werner,Arber,1929,0,Switzerland,CH,male,1978,medicine,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",CHE,46.8,8.23,Switzerland
415,Daniel,Nathans,1928,1999,USA,US,male,1978,medicine,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",USA,39.83,-98.58,United States of America
416,Hamilton O.,Smith,1931,0,USA,US,male,1978,medicine,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",USA,39.83,-98.58,United States of America
417,Allan M.,Cormack,1924,1998,South Africa,ZA,male,1979,medicine,"""for the development of computer assisted tomography""",ZAF,-29.0,24.0,South Africa
418,Godfrey N.,Hounsfield,1919,2004,United Kingdom,GB,male,1979,medicine,"""for the development of computer assisted tomography""",GBR,54.6,-2.0,United Kingdom
419,Baruj,Benacerraf,1920,2011,Venezuela,VE,male,1980,medicine,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",VEN,8.0,-67.0,Venezuela
420,Jean,Dausset,1916,2009,France,FR,male,1980,medicine,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",FRA,47.0,2.0,France
421,George D.,Snell,1903,1996,USA,US,male,1980,medicine,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",USA,39.83,-98.58,United States of America
422,Roger W.,Sperry,1913,1994,USA,US,male,1981,medicine,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",USA,39.83,-98.58,United States of America
423,David H.,Hubel,1926,2013,Canada,CA,male,1981,medicine,"""for their discoveries concerning information processing in the visual system""",CAN,56.0,-109.0,Canada
424,Torsten N.,Wiesel,1924,0,Sweden,SE,male,1981,medicine,"""for their discoveries concerning information processing in the visual system""",SWE,61.0,15.0,Sweden
425,Sune K.,Bergström,1916,2004,Sweden,SE,male,1982,medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",SWE,61.0,15.0,Sweden
426,Bengt I.,Samuelsson,1934,2024,Sweden,SE,male,1982,medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",SWE,61.0,15.0,Sweden
427,John R.,Vane,1927,2004,United Kingdom,GB,male,1982,medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",GBR,54.6,-2.0,United Kingdom
428,Barbara,McClintock,1902,1992,USA,US,female,1983,medicine,"""for her discovery of mobile genetic elements""",USA,39.83,-98.58,United States of America
429,Niels K.,Jerne,1911,1994,United Kingdom,GB,male,1984,medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",GBR,54.6,-2.0,United Kingdom
430,Georges J.F.,Köhler,1946,1995,Germany,DE,male,1984,medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",DDR,52.05,12.39,German Democratic Republic
431,César,Milstein,1927,2002,Argentina,AR,male,1984,medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",ARG,-34.0,-64.0,Argentina
432,Michael S.,Brown,1941,0,USA,US,male,1985,medicine,"""for their discoveries concerning the regulation of cholesterol metabolism""",USA,39.83,-98.58,United States of America
433,Joseph L.,Goldstein,1940,0,USA,US,male,1985,medicine,"""for their discoveries concerning the regulation of cholesterol metabolism""",USA,39.83,-98.58,United States of America
434,Stanley,Cohen,1922,2020,USA,US,male,1986,medicine,"""for their discoveries of growth factors""",USA,39.83,-98.58,United States of America
435,Rita,Levi-Montalcini,1909,2012,Italy,IT,female,1986,medicine,"""for their discoveries of growth factors""",ITA,42.5,12.5,Italy
436,Susumu,Tonegawa,1939,0,Japan,JP,male,1987,medicine,"""for his discovery of the genetic principle for generation of antibody diversity""",JPN,35.0,136.0,Japan
437,Sir James W.,Black,1924,2010,Scotland,GB,male,1988,medicine,"""for their discoveries of important principles for drug treatment""",GBR,54.6,-2.0,United Kingdom
438,Gertrude B.,Elion,1918,1999,USA,US,female,1988,medicine,"""for their discoveries of important principles for drug treatment""",USA,39.83,-98.58,United States of America
439,George H.,Hitchings,1905,1998,USA,US,male,1988,medicine,"""for their discoveries of important principles for drug treatment""",USA,39.83,-98.58,United States of America
440,J. Michael,Bishop,1936,0,USA,US,male,1989,medicine,"""for their discovery of the cellular origin of retroviral oncogenes""",USA,39.83,-98.58,United States of America
441,Harold E.,Varmus,1939,0,USA,US,male,1989,medicine,"""for their discovery of the cellular origin of retroviral oncogenes""",USA,39.83,-98.58,United States of America
442,Joseph E.,Murray,1919,2012,USA,US,male,1990,medicine,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",USA,39.83,-98.58,United States of America
443,E. Donnall,Thomas,1920,2012,USA,US,male,1990,medicine,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",USA,39.83,-98.58,United States of America
444,Erwin,Neher,1944,0,Germany,DE,male,1991,medicine,"""for their discoveries concerning the function of single ion channels in cells""",DDR,52.05,12.39,German Democratic Republic
445,Bert,Sakmann,1942,0,Germany,DE,male,1991,medicine,"""for their discoveries concerning the function of single ion channels in cells""",DDR,52.05,12.39,German Democratic Republic
446,Edmond H.,Fischer,1920,2021,China,CN,male,1992,medicine,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",CHN,35.84,103.45,People's Republic of China
447,Edwin G.,Krebs,1918,2009,USA,US,male,1992,medicine,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",USA,39.83,-98.58,United States of America
448,Richard J.,Roberts,1943,0,United Kingdom,GB,male,1993,medicine,"""for their discoveries of split genes""",GBR,54.6,-2.0,United Kingdom
449,Phillip A.,Sharp,1944,0,USA,US,male,1993,medicine,"""for their discoveries of split genes""",USA,39.83,-98.58,United States of America
450,Alfred G.,Gilman,1941,2015,USA,US,male,1994,medicine,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",USA,39.83,-98.58,United States of America
451,Martin,Rodbell,1925,1998,USA,US,male,1994,medicine,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",USA,39.83,-98.58,United States of America
452,Edward B.,Lewis,1918,2004,USA,US,male,1995,medicine,"""for their discoveries concerning the genetic control of early embryonic development""",USA,39.83,-98.58,United States of America
453,Christiane,Nüsslein-Volhard,1942,0,Germany,DE,female,1995,medicine,"""for their discoveries concerning the genetic control of early embryonic development""",DDR,52.05,12.39,German Democratic Republic
454,Eric F.,Wieschaus,1947,0,USA,US,male,1995,medicine,"""for their discoveries concerning the genetic control of early embryonic development""",USA,39.83,-98.58,United States of America
455,Peter C.,Doherty,1940,0,Australia,AU,male,1996,medicine,"""for their discoveries concerning the specificity of the cell mediated immune defence""",AUS,-28.0,137.0,Australia
456,Rolf M.,Zinkernagel,1944,0,Switzerland,CH,male,1996,medicine,"""for their discoveries concerning the specificity of the cell mediated immune defence""",CHE,46.8,8.23,Switzerland
457,Stanley B.,Prusiner,1942,0,USA,US,male,1997,medicine,"""for his discovery of Prions - a new biological principle of infection""",USA,39.83,-98.58,United States of America
458,Robert F.,Furchgott,1916,2009,USA,US,male,1998,medicine,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",USA,39.83,-98.58,United States of America
459,Louis J.,Ignarro,1941,0,USA,US,male,1998,medicine,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",USA,39.83,-98.58,United States of America
460,Ferid,Murad,1936,2023,USA,US,male,1998,medicine,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",USA,39.83,-98.58,United States of America
461,Günter,Blobel,1936,2018,Germany (now Poland),PL,male,1999,medicine,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",POL,52.0,19.0,Poland
462,Henry,Dunant,1828,1910,Switzerland,CH,male,1901,peace,"""for his humanitarian efforts to help wounded soldiers and create international understanding""",CHE,46.8,8.23,Switzerland
463,Frédéric,Passy,1822,1912,France,FR,male,1901,peace,"""for his lifelong work for international peace conferences, diplomacy and arbitration""",FRA,47.0,2.0,France
464,Élie,Ducommun,1833,1906,Switzerland,CH,male,1902,peace,"""for his untiring and skilful directorship of the Bern Peace Bureau""",CHE,46.8,8.23,Switzerland
465,Albert,Gobat,1843,1914,Switzerland,CH,male,1902,peace,"""for his eminently practical administration of the Inter-Parliamentary Union""",CHE,46.8,8.23,Switzerland
466,Randal,Cremer,1828,1908,United Kingdom,GB,male,1903,peace,"""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""",GBR,54.6,-2.0,United Kingdom
468,Bertha,von Suttner,1843,1914,Austrian Empire (now Czech Republic),CZ,female,1905,peace,"""for her audacity to oppose the horrors of war""",CZE,49.5,16.0,Czech Republic
